;espn_id;home_team;away_team;home_abbrev;away_abbrev;score_home;score_away;date;cup;article_title;article
669;574544;Jong Ajax;Go Ahead Eagles;JAJ;GAE;0;2;2021-01-25Z;2020-21 Keuken Kampioen Divisie;Twee goals in extremis redden Go Ahead bij Jong Ajax;"Jong Ajax heeft bij de rentree van Lassina Traoré maandagavond niet kunnen winnen van Go Ahead Eagles. De spits uit Burkina Faso speelde alleen de eerste helft van het verloren duel met Go Ahead Eagles (0-2). Invaller Sam Hendriks en Bradly van Hoeven scoorden in de extra tijd.

 Go Ahead Eagles blijft door de zege de nummer vijf van de Keuken Kampioen Divisie, met evenveel punten maar een minder doelsaldo dan het als vierde geklasseerde NAC Breda. Traoré bleef na de rust volgens afspraak achter in de kleedkamer. Hij maakte plaats voor Brian Brobbey.

 Traoré liep begin december een bovenbeenblessure op tijdens een thuisduel van het eerste elftal met FC Twente. Hij kwam sindsdien niet meer in actie. De aanvaller uit Burkina Faso heeft er afgelopen maand met de Franse centrumaanvaller Sébastien Haller een concurrent bijgekregen. Hij zag de ervaren spits Klaas-Jan Huntelaar vertrekken naar Schalke 04.

###

"
670;574556;Roda JC Kerkrade;Jong FC Utrecht;RJC;JUT;2;1;2021-01-24Z;2020-21 Keuken Kampioen Divisie;Roda JC wint tegen Jong Utrecht weer eens thuiswedstrijd;"Na drie thuiswedstrijden zonder zege heeft Roda JC weer eens een wedstrijd in eigen huis gewonnen. De Limburgers versloegen Jong Utrecht met 2-1.

 Jeredy Hilterman had de bezoekers uit Utrecht nog op 1-0 gebracht. Erik Falkenburg maakte nog in de eerste helft gelijk. Na bijna een uur zorgde Patrick Pflücke voor de tweede treffer voor de thuisploeg, die door de zege 29 punten heeft. Roda staat daarmee negende op 21 punten van koplopers Cambuur en Almere City. Jong Utrecht heeft 4 punten minder. Roda-trainer Jurgen Streppel zat voor het eerst in het nieuwe jaar op de bank. De afgelopen drie wedstrijden miste hij na een positieve corona-test.

###

"
671;576706;Schalke 04;Bayern München;S04;MUN;0;4;2021-01-24Z;2020-21 German Bundesliga;Bayern loopt door zege op Schalke uit op concurrentie;"Schalke 04 heeft voor de tweede keer dit seizoen in de Bundesliga verloren van Bayern München. In eigen huis in Gelsenkirchen verloor de hekkensluiter met 4-0 van de koploper en titelverdediger uit München, die profiteerde van eerder puntenverlies van RB Leipzig, Leverkusen en Dortmund. Bayern heeft nu 7 punten voorsprong op nummer twee Leipzig.

 Schalke, zonder de nog niet geheel fitte Klaas-Jan Huntelaar, werd aan het begin van het seizoen met 8-0 afgedroogd door Bayern en was uit op eerherstel. Het was echter Bayern dat in de 33e minuut op voorsprong kwam via een rake kopbal van Thomas Müller.

 Robert Lewandowski verdubbelde de voorsprong voor Bayern in de tweede helft. Het is de achtste keer op rij dat hij scoort in een uitwedstrijd en daarmee heeft de Poolse spits een record te pakken.

 Schalke probeerde met schoten van Suat Serdar en invaller Alessandro Schöpf iets aan de achterstand te doen, maar de pogingen gingen naast. Müller kopte in de slotfase nog de 3-0 binnen en David Alaba maakte er 4-0 van.

 Bayern nam met de dertiende zege van het seizoen een grotere voorsprong op de concurrentie. RB Leipzig verloor zaterdag van FSV Mainz (3-2) en trainer Peter Bosz ging met Bayer Leverkusen onderuit tegen VfL Wolfsburg (0-1). Borussia Dortmund had vrijdag al met 4-2 van Borussia Mönchengladbach verloren. Leverkusen en Wolfsburg volgen op 10 punten van Bayern.

 Schalke zag nummer 17 Mainz 3 punten uitlopen. 1. FC Köln verloor in de andere zondagwedstrijd met 3-0 in Hoffenheim en blijft zestiende.  Het gat tussen hekkensluiter Schalke en Köln blijft 8 punten.

###

"
672;574548;FC Volendam;De Graafschap;VOL;GRA;1;4;2021-01-24Z;2020-21 Keuken Kampioen Divisie;Blessures Seuntjens en Dekker smet op ruime zege De Graafschap in Volendam;"De Graafschap blijft in het spoor van Almere City en koploper SC Cambuur. De Superboeren boekten een 1-4 zege op bezoek bij FC Volendam.

 Voorafgaand aan het duel ging het vooral over de vermiste coronatest van Nick Doodeman. De assistkoning van de Keuken Kampioen Divisie mocht niet meedoen, omdat zijn test op mysterieuze wijze kwijt was geraakt.

 Zonder Doodeman kwam FC Volendam na 27 minuten achter door een goal van De Graafschap-verdediger Jasper Van Heertum. Doelman Joey Roggeveen zat mis na mooie voorzet van Tutuarima: 0-1.

 Even later slecht nieuws voor de Superboeren met het uitvallen van Rick Dekker en later ook Ralf Seuntjens. De 'Seun of God' werd vlak voor rust vervangen door Johnatan Opoku.

 Een gouden wissel zo blijkt, want vijftien seconden na rust zette Opoku zijn club op 0-2 in Volendam. Even later gooide Van Heertum met zijn tweede doelpunt de wedstrijd in het slot.

 De vervanger van Doodeman, Martijn Kaars, deed nog wat terug namens Volendam. Een kwartier voor tijd zette Camiel Neghli de eindstand van 1-4 op het scorebord.

 De Graafschap blijft derde in de KDD, Volendam vindt zich terug op plaats zeven.

###

"
673;574552;TOP Oss;Excelsior;TOP;EXC;1;3;2021-01-23Z;2020-21 Keuken Kampioen Divisie;Goede voorzetten helpen Excelsior langs TOP Oss;"Excelsior heeft in het Frans Heesen Stadion drie punten meegenomen bij TOP Oss. De ploeg van Marinus Dijkhuizen won op het Osse kunstgras met 1-3.

 De Rotterdammers vlogen uit de startblokken. Joël Zwarts, Reuven Niemeijer en Ahmad Mendes Moreira kregen kansen om te scoren, maar verzaakte in de afronding of vonden de lat op hun weg naar een treffer.

 Excelsior kwam na 31 minuten op voorsprong. Reuven Niemeijer kreeg veel vrijheid op de rechterflank en bediende zo Zwarts met een mooie voorzet. Zwarts schoot die bal in twee pogingen achter TOP-keeper Bo Geens: 0-1.

 Gelijkmaker TOP

 De tweede helft kwam wat moeizaam op gang. De gelijkmaker van TOP Oss kwam dan ook uit het niets. Niels Fleuren bracht een bal in de Rotterdamse zestien in waar Dennis van der Heijden in kwam vliegen. Met het hoofd zorgde hij voor zijn eerste goal van dit kalenderjaar: 1-1.

 Waar Excelsior beduidend het beste spel had in de eerste helft waren beide ploegen in de tweede helft aan elkaar gewaagd. Siebe Horemans stoomde op langs de rechterkant en gaf de bal voor op Elías Már Ómarsson. De IJslander kwam voor Jan Lammers, die er ook bij de eerste goal niet goed uit zag, en kopte de bal hard in het Osse doel: 1-2. Het was de eerste treffer voor Ómarsson sinds 11 december 2020.

 In de slotfase van het duel kreeg Excelsior een makkelijke strafschop na een Osse handsbal. Luigi Bruins, een van de beste mannen op het veld, benutte de penalty feilloos. Excelsior krabbelt door de overwinning langzaam richting de play-off-plekken. De Rotterdammers staan twaalfde met zes punten minder dan nummer acht Telstar.

###

"
676;574550;Almere City FC;FC Dordrecht;ALM;DOR;3;0;2021-01-22Z;2020-21 Keuken Kampioen Divisie;Almere City nestelt zich na zege weer naast koploper Cambuur;"Almere City heeft zich in de Keuken Kampioen Divisie weer naast koploper SC Cambuur genesteld. De formatie van de Deense coach Ole Tobiasen won op eigen veld van FC Dordrecht: 3-0.

 Pas in de 72e minuut nam Almere City afstand van de nummer één na laatst van de eerste divisie. Toen scoorde Faris Hammouti na voorbereidend werk van Tim Receveur. Damon Mirani kopte vlak voor tijd de 2-0 binnen, na een voorzet van Ryan Koolwijk. In blessuretijd zorgde opnieuw Hammouti voor 3-0.

 SC Cambuur versloeg eerder op de avond Jong PSV met 5-1. Door hun zeges blijven Almere en Cambuur gedeeld aan kop in de Keuken Kampioen Divisie. Cambuur heeft echter een beter doelsaldo.

 Telstar en Jong AZ in evenwicht

 In Velsen-Zuid kwamen Telstar en Jong AZ niet verder dan een gelijkspel: 2-2.

 De thuisploeg kwam na een kwartier spelen op voorsprong via Ilias Bronkhorst. Voor rust nam Kenzo Goudmijn echter de gelijkmaker al voor zijn rekening.

 In het tweede bedrijf had Jong AZ het betere van het spel en dat drukte het dankzij een doelpunt van Peer Koopmeiners ook uit in de stand op het scorebord. In de slotfase redde Telstar-aanvoerder Frank Korpershoek een punt voor zijn ploeg.

###

"
677;574557;SC Cambuur Leeuwarden;Jong PSV;CAM;JPS;5;1;2021-01-22Z;2020-21 Keuken Kampioen Divisie;Cambuur wint van Jong PSV en blijft koploper;"SC Cambuur heeft aan de kop van de ranglijst in de Keuken Kampioen Divisie weer een voorsprong van drie punten op Almere City genomen. De Friezen wonnen op eigen veld van Jong PSV: 5-1.

 Na vijf minuten zette Jeremy Antonisse de Eindhovenaren verrassend op voorsprong. Halverwege echter leidde Cambuur alweer met 3-1. Jamie Jacobs maakte gelijk, daarna zorgde Robert Mühren voor twee doelpunten.

 Vrij snel na de hervatting liet ook Jacobs zijn tweede treffer noteren. Daarna scoorde Jarchinio Antonia, deze keer invaller, de 5-1.

 Almere City kan later vrijdagavond in punten gelijk komen met Cambuur. Dan moet het wel de thuiswedstrijd winnen van FC Dordrecht, dat op de een na laatste plaats staat.

 MVV en Helmond Sport in evenwicht

 In Maastricht kwamen MVV en Helmond Sport niet verder dan een 1-1 gelijkspel.

 Joeri Schroijen had de thuisploeg binnen tien minuten vanaf de penaltystip al op voorsprong gezet. Lance Duijvestijn verzorgde na rust de gelijkmaker.

###

"
679;591241;N.E.C.;Fortuna Sittard;N.E.C.;FOR;3;2;2021-01-21Z;2020-21 KNVB Beker, 8e finales;N.E.C. schakelt na spectaculaire verlenging Fortuna Sittard uit;"N.E.C. en Fortuna Sittard hielden elkaar lang in evenwicht in de achtste finale van de beker. Uiteindelijk trok N.E.C. in de verlenging de 3-2 zege naar zich toe en plaatst zich daarmee voor de laatste acht van de TOTO KNVB Beker.

 Samuel Moutoussamy heeft als huurling van Nantes nog niet veel bij Fortuna kunnen laten zien. Hij zal de bekerwedstrijd tegen N.E.C. niet in zijn lijstje met beste wedstrijden zetten. De Franse middenvelder kwam vlak voor rust geheel vrij voor doel na een prima voorzet van Lazaros Rota, maar op een meter van het Nijmeegse doel kreeg hij de bal niet in het doel.

 Flemming tegen oude ploeg

 In de tweede helft werd de Fransman gewisseld voor Zian Flemming. De middenvelder werd vorig seizoen nog door PEC Zwolle verhuurd aan de Nijmegenaren en maakte afgelopen weekend het openingsdoelpunt voor zijn nieuwe werkgever tegen PEC. Tegen N.E.C. deed Flemming dat nogmaals. Fortuna-verdediger Martin Angha schoot de bal naar voren, waarna Flemming N.E.C.-linksback Souffian El Karouani te snel af was. Nadat zijn schot in eerste instantie nog werd gekeerd door N.E.C.-doelman Mattijs Branderhorst zorgde Flemming in tweede instantie voor de 0-1.

 Niet veel later kwamen de Nijmegenaren op gelijke hoogte. El Karouani brak door aan de linkerkant en kreeg alle tijd om een goede voorzet te geven. Zijn pass kwam op het hoofd van N.E.C.-spits Rangelo Janga terecht, die met een kopbal via de grond voor zijn eerste doelpunt van 2021 zorgde: 1-1. De all-time topscorer van Curaçao benutte een van de weinige kansen die de thuisploeg kreeg. Fortuna domineerde de eerste helft en was ook na rust voor een groot gedeelte van de wedstrijd de betere ploeg.

 Makkelijke penalty

 Flemming kreeg nog aan aardige mogelijkheid om de Limburgers te behoeden van een verlenging, maar zijn schot werd gekeerd voordat die echt gevaarlijk kon worden. Voordat de wedstrijd uitmondde op penalty's kreeg N.E.C. in de verlenging een penalty. Sebastian Polter hield N.E.C.-verdediger Cas Odenthal lang vast bij een corner, waarna Odenthal vrij makkelijk naar de grond ging. Scheidsrechter Kevin Blom gaf de ploeg van Rogier Meijer een makkelijke strafschop, die werd benut door Jordy Bruijn.

 Vijf minuten later kwam N.E.C. zelfs op 3-1 via Thomas Beekman. De middenvelder zette zelf een aanval op, waarna Bart van Rooij voor kon geven op Janga. De spits legde de bal terug op Beekman, die geheel vrijstaand de voorsprong voor de thuisploeg verdubbelde. Lang kon de thuisploeg niet van de voorsprong van twee goals genieten. Tesfaldet Tekie gaf een minuut later een lange bal naar voren, die werd afgemaakt door Flemming. De oud-N.E.C.-speler nam een bal uit de lucht en tikte hem moeiteloos langs Branderhorst. Flemming maakte daarmee zijn derde goal in twee wedstrijden.

 In 2018 kwamen beide ploegen elkaar ook al tegen in de beker. Toen was Fortuna met 2-3 te sterk voor N.E.C., dat in 2014 voor het laatst de kwartfinale van de beker haalde.

###

"
680;591242;AZ;Ajax;AZ;AJA;0;1;2021-01-20Z;2020-21 KNVB Beker, 8e finales;Labyad leidt 'B-ploeg' Ajax in beker langs AZ;"Ajax heeft ten koste van AZ de kwartfinale van de TOTO KNVB Beker bereikt. In Alkmaar werd het na een spannende wedstrijd 0-1 door een doelpunt van Zakaria Labyad.

 In een boeiend eerste halfuur waren er kansen over en weer. Zo trof Quincy Promes na tien minuten de paal en kreeg ook Myron Boadu een goede mogelijkheid. Uit een scrimmage kwam Ajax op voorsprong. Marco Bizot kon nog redden op schoten van Jurgen Ekkelenkamp en Promes, maar de inzet van Labyad was de AZ-goalie te machtig: 0-1. David Neres leek hinderlijk buitenspel te staan, maar de VAR wordt pas vanaf de kwartfinales ingezet, en kon niet ingrijpen.

 In een kwalitatief mindere tweede helft kreeg AZ nog wel wat kansen op de gelijkmaker, maar routinier Maarten Stekelenburg hield knap zijn doel schoon. Toch mocht AZ twintig minuten voor tijd juichen. Boadu gleed een voorzet binnen, maar deed dat met zijn hand waardoor het doelpunt werd afgekeurd. Ajax was nog dichtbij een tweede treffer via Edson Álvarez die op de lat kopte en Ryan Gravenberch die op de paal schoot.

 Zo verloren de Alkmaarders voor het eerst na drie onderlinge duels van Ajax.

 Ten Hag gooit opstelling om
Bij Ajax begonnen in vergelijking met de gewonnen wedstrijd tegen Feyenoord (1-0) maar liefst acht andere spelers. Zo gaf Erik ten Hag de kans aan doelman Maarten Stekelenburg, Devyne Rensch, Perr Schuurs, Lisandro Martínez, Jurgen Ekkelenkamp, Edson Álvarez en Zakaria Labyad die als spits begon. David Neres stond voor het eerst sinds 1 december 2020 in de basis.

 Ook Pascal Jansen wijzigde z'n elftal, al greep hij minder drastisch in. Zakaria Aboukhlal, die AZ als invaller langs PEC Zwolle schoot, kreeg een basisplaats. Ook Jordy Clasie mocht beginnen. Pantelis Hatzidiakos stond rechtsback, Teun Koopmeiners centraal achterin.

 Op zondag 31 januari staan AZ en Ajax alweer tegenover elkaar, dan in de Eredivisie.

 De loting voor de kwartfinales van het bekertoernooi vindt zaterdag live plaats tijdens De Eretribune, vanaf 22:30 uur op ESPN 2.

###

"
681;576700;FC Augsburg;Bayern München;FCA;MUN;0;1;2021-01-20Z;2020-21 German Bundesliga;Lewandowski schiet Bayern München naar zege op Augsburg, ook Leipzig wint nipt;"Bayern München is in de Duitse voetbalcompetitie aan puntenverlies ontsnapt. De koploper won de uitwedstrijd tegen FC Augsburg met minimaal verschil: 0-1.

 De Poolse topspits Robert Lewandowski benutte in de 13e minuut een strafschop. Augsburg kreeg een kwartier voor tijd de kans om gelijk te maken, maar invaller Alfred Finnbogason schoot de bal uit een strafschop tegen de paal. Jeffrey Gouweleeuw droeg de aanvoerdersband bij Augsburg, maar was even voor de gemiste strafschop van Finnbogason al gewisseld.

 Aan kop
Lewandowski staat dit seizoen nu al op 22 doelpunten in de competitie voor Bayern, dat na zeventien wedstrijden met 39 punten aan kop gaat in de Bundesliga.

 Nummer twee RB Leipzig won ook met 1-0, thuis van 1. FC Union Berlin. De Zweed Emil Forsberg maakte in de 70e minuut het doelpunt. Justin Kluivert bleef op de reservebank zitten, terwijl Sheraldo Becker bij Union Berlin ontbrak vanwege een blessure. Leipzig heeft halverwege de competitie vier punten minder dan de ploeg van trainer Hansi Flick.

 De wedstrijd tussen SC Freiburg en Eintracht Frankfurt eindigde in 2-2. Middenvelder Guus Til kwam niet in actie bij Freiburg.

###

"
684;591244;FC Emmen;sc Heerenveen;EMM;HEE;1;2;2021-01-20Z;2020-21 KNVB Beker, 8e finales;Heerenveen knokt zich in Emmen naar kwartfinales;"Sc Heerenveen heeft zich woensdag ten koste van FC Emmen geplaatst voor de achtste finales van de TOTO KVNB Beker. Heerenveen knokte zich terug van een achterstand en won door een strafschop in de slotfase van de wedstrijd nipt met 1-2.

 FC Emmen opende vlak voor rust de score via Sergio Peña. Op aangeven van Michael de Leeuw maakte de 25-jarige Peruaan zijn eerste doelpunt van het seizoen. Lange tijd had Emmen de wedstrijd onder controle, maar halverwege de tweede helft kwam sc Heerenveen dan toch langszij. Een van richting veranderd schot van invaller Benjamin Nygren viel buiten het bereik van FC Emmen-doelman Dennis Telgenkamp binnen.

 In de absolute slotfase van het duel ging het helemaal mis voor de thuisploeg. Na een handsbal van Ricardo van Rhijn werd de bal op de stip gelegd. Joey Veerman wist daar wel raad mee en schoot vanaf elf meter koelbloedig raak. Zo bekert Heerenveen verder en wint de ploeg van Johnny Jansen na tien duels zonder zege eindelijk weer eens.

 De loting voor de kwartfinales van het bekertoernooi vindt zaterdag live plaats tijdens De Eretribune.

###

"
685;576699;Bayer Leverkusen;Borussia Dortmund;B04;DOR;2;1;2021-01-19Z;2020-21 German Bundesliga;Bosz klopt oud-werkgever Dortmund, Weghorst trefzeker;"Bayer Leverkusen heeft Borussia Dortmund verslagen. Florian Wirtz tekende in de slotfase voor de winnende treffer (2-1).

 Moussa Diaby bracht de ploeg van trainer Peter Bosz op voorsprong (1-0). Julian Brandt maakte gelijk. Leverkusen klom met de zege naar de voorlopige tweede plaats van de ranglijst, met 4 punten minder dan koploper Bayern München dat woensdag nog in actie komt tegen FC Augsburg

 Leverkusen maakte een einde aan een serie van vier competitiewedstrijden zonder zege. De club verloor van Bayern München, Eintracht Franfurt en Union Berlin. Het duel met Werder Bremen eindigde onbeslist. Trainer Bosz en zijn spelers bereikten vorige week ten koste van Eintracht Frankfurt wel de derde ronde van de Duitse beker.

 Daley Sinkgraven mocht na een uur invallen bij Leverkusen. Zijn ploeggenoot Timothy Fosu-Mensah bleef op de bank.

 Overige uitslagen:

 1. FSV Mainz 05 - VfL Wolfsburg 0-2

 Wout Weghorst bezegelde de overwinning met de 0-2 in de 79e minuut, zijn twaalfde treffer van het seizoen. Jean-Paul Boëtius werd na een uur gewisseld bij Mainz.

 Hertha BSC - TSG 1899 Hoffenheim 0-3

 Andrej Kramaric had met twee treffers een groot aandeel in de overwinning bij Hertha BSC, waar Deyovaisio Zeefuik na rust mocht invallen. Daishawn Redan verving in de 72e minuut Krzysztof Piatek. De Pool verzuimde om Hertha in de 12e minuut vanaf elf meter op voorsprong te zetten.

 Borussia Mönchengladbach - Werder Bremen 1-0

###

"
686;591245;FC Volendam;PSV;VOL;PSV;0;2;2021-01-19Z;2020-21 KNVB Beker, 8e finales;PSV dankt Unnerstall bij moeizame bekerzege in Volendam;"PSV doet dit seizoen nog steeds op alle fronten mee. De Eindhovenaren hadden het dinsdag in de achtste finales van de TOTO KNVB Beker een helft lang heel moeilijk met FC Volendam, maar doelman Lars Unnerstall hield zijn elftal op de been en in de tweede helft klaarde PSV alsnog de klus: 0-2.

 Een nieuwe domper bleef PSV daarmee bespaard in de beker, het toernooi waarin PSV de laatste jaren slecht presteert. De Eindhovenaren wonnen de beker in 2012 voor het laatst en stonden een jaar later voor het laatst in de finale. Het toernooi had ook niet altijd de hoogste prioriteit. PSV verloor twee seizoenen geleden met een veredeld B-team van RKC Waalwijk. Vorig seizoen strandde de club bij NAC Breda.

 Sterke formatie

 Dit seizoen neemt PSV het bekertoernooi serieuzer. In de vorige ronde tegen De Graafschap speelde trainer Roger Schmidt al met zijn bijna sterkst mogelijke formatie en dinsdag deed de Duitser dat tegen Volendam opnieuw. Alleen doelman Yvon Mvogo en centrale verdediger Olivier Boscagli kregen rust.

 De keuze voor een andere keeper pakte goed uit voor PSV, dat in de eerste helft weinig in had te brengen tegen de huidige nummer 7 uit de Keuken Kampioen Divisie. Volendam speelde in een hoog tempo en zette de verdediging van PSV steeds vroeg onder druk. Ook op de andere posities op het veld gaf Volendam de spelers van PSV weinig tijd en ruimte en die konden daar maar slecht mee omgaan.

 Iniatiatief bij de thuisploeg

 Volendam voetbalde met durf en lef en had duidelijk niet de intentie om het zo lang mogelijk op 0-0 te houden. Het elftal van trainer Wim Jonk wilde zelf scoren en kreeg daar voor rust liefst zeven mogelijkheden voor. Twee of drie kansen hadden een doelpunt op moeten leveren.

 Unnerstall moet het niet hebben van zijn meevoetballende kwaliteiten, maar hij liet zien een uitstekende lijnkeeper te zijn. Alex Plat noteerde kort voor rust de grootste kans, maar vond van dichtbij ook Unnerstall op zijn pad. PSV was alleen via Mauro Júnior een keer echt gevaarlijk.

 Schmidt had zijn spelers in de rust vermoedelijk streng toegesproken. PSV voetbalde in de tweede helft, met Ryan Thomas in de plaats van Mohamed Ihattaren, feller en agressiever. De eerste kans ging er direct in. Noni Madueke schoot de bal in de 51e minuut met links in de verre hoek raak. PSV liet Volendam niet meer in de wedstrijd komen en via een strafschop van Denzel Dumfries werd het 0-2.

###

"
687;591246;Vitesse;ADO Den Haag;VIT;ADO;2;1;2021-01-19Z;2020-21 KNVB Beker, 8e finales;Vitesse blijft op twee fronten strijden na bekerzege op ADO;"Vitesse blijft dit seizoen voorlopig op twee fronten meestrijden. De nummer 2 van de Eredivisie plaatste zich dinsdagavond in eigen stadion ten koste van ADO Den Haag (2-1) voor de kwartfinale van de KNVB-beker.

 Loïs Openda scoorde in de 25e minuut op aangeven van Oussama Tannane. De Belgische doelpuntenmaker bereidde in de 71e minuut ook de 2-0 van Matús Bero voor.

 Vlak na de tweede treffer van de thuisploeg was invaller David Philipp dicht bij de 2-1. Even later passeerde verdediger Danilho Doekhi van Vitesse bijna zijn eigen doelman. Invaller Amar Catic scoorde in de 81e minuut wel voor de nummer voorlaatst van de Eredivisie. Philipp miste diep in de spannende slotfase nog een kans op 2-2.

 Vitesse won de KNVB-beker in 2017 voor de eerste en enige keer.

###

"
688;591247;MVV Maastricht;Excelsior;MVV;EXC;2;2;2021-01-19Z;2020-21 KNVB Beker, 8e finales;Excelsior na strafschoppenserie naar kwartfinales beker;"Excelsior heeft zich ten koste van MVV Maastricht geplaatst voor de kwartfinales van de TOTO KNVB Beker. Het duel tussen de nummers 17 en 15 van de Keuken Kampioen Divisie draaide uit op een strafschoppenserie, waarin MVV'er Luc Mares de schlemiel werd door te missen.

 Excelsior kwam door een rake strafschop topschutter Elías Már Ómarsson al na een kwartier op voorsprong in De Geusselt en dus leek het erop een simpele avond te worden voor de Rotterdammers. MVV sloeg vlak voor rust echter tweemaal dodelijk toe en deed de wedstrijd compleet kantelen.

 Koen Kostons verzorgde de gelijkmaker, Joeri Schroijen maakte op slag van rust de 2-1. En dus was er werk aan de winkel voor de ploeg van Marinus Dijkhuizen.

 In het tweede bedrijf ging Excelsior op jacht naar de gelijkmaker en die vond het in minuut 71 via Siebe Horemans. Daarna werd er niet meer gescoord en moesten er dus penalty's aan te pas komen.

 Excelsior is de eerste kwartfinalist van dit bekerseizoen. De loting vindt zaterdag live plaats tijdens De Eretribune.

###

"
689;574569;Roda JC Kerkrade;De Graafschap;RJC;GRA;1;3;2021-01-15Z;2020-21 Keuken Kampioen Divisie;De Graafschap heeft makkelijke avond in Kerkrade;"De Graafschap heeft op overtuigende wijze de tweede overwinning van het nieuwe jaar behaald. De uitwedstrijd bij Roda JC Kerkrade werd met 3-1 gewonnen. Bij rust stond het al 0-3. Ralf Seuntjens opende de score in de 5de minuut met een kopbal na een voorzet van Danny Verbeek, zijn dertiende treffer van het seizoen. Vijf minuten later verzuimde Seuntjens de voorsprong te verdubbelen, hij miste een strafschop.

 Maar dankzij treffers van Joey Konings (27ste minuut) en Elmo Lieftink (46ste minuut) gingen de Superboeren met een comfortabele voorsprong aan de thee. Linkspoot Lieftink, die al een paar wereldgoals achter zijn naam heeft staan dit seizoen, scoorde zeer fraai met zijn zwakkere rechterbeen. Roda kon in de tweede helft geen vuist meer maken, de 1-3 van Stefano Marzo kwam te laat om een echt slotoffensief in te zetten.

 Graafschap en Excelsior doen goede zaken, Volendam faalt

 Door de zege komt De Graafschap op 41 punten, 5 minder dan koploper SC Cambuur en 3 minder dan Almere City. Die twee clubs zijn al in het bezit van een periodetitel. De Limburgers staan tiende.

 Excelsior won met 1-0 van FC Eindhoven door een doelpunt van Reuven Niemeijer, die profiteerde van een enorme fout van Jason Bourdouxhe. FC Volendam verzuimde te winnen van FC Dordrecht: 0-0.

###

"
690;574563;Jong FC Utrecht;Jong Ajax;JUT;JAJ;1;2;2021-01-18Z;2020-21 Keuken Kampioen Divisie;Jong Ajax na zege voorbij aan Jong Utrecht;"Jong Ajax is Jong FC Utrecht gepasseerd in de Keuken Kampioen Divisie. De Amsterdammers van coach Mitchell van der Gaag wonnen met 2-1 in Utrecht en zijn daarmee met 26 punten geklommen naar de elfde plek op de ranglijst. Dat is een plaats hoger dan de Utrechters van Ab Plugboer die 25 punten hebben.

 Jong Ajax kwam al in 2e minuut op voorsprong via Brian Brobbey. De aanvaller, die ook al meerdere wedstrijden in het eerste van de Amsterdammers speelde dit seizoen en op de weg terug is van een blessure, nam de bal op randje buitenspel aan en schoot die langs doelman Thijmen Nijhuis. De spits werd na iets meer dan een half uur naar de kant gehaald. Vlak voor rust kwamen de bezoekers op 2-0 door een eigen doelpunt van Christopher Mamengi na een voorzet van Victor Jensen.

 In blessuretijd maakte Jong Utrecht via Tim Pieters nog de 1-2, maar de eerste zege van de Amsterdammers bij Jong Utrecht kwam niet meer in gevaar.

###

"
691;574565;Jong PSV;NAC Breda;JPS;NAC;1;1;2021-01-18Z;2020-21 Keuken Kampioen Divisie;Opportunistisch NAC morst punten bij Jong PSV;"NAC Breda heeft opnieuw twee belangrijke punten laten liggen in de strijd om promotie. Bij Jong PSV kwam de ploeg van Maurice Steyn zonder de geblesseerde spelbepaler Thom Haye niet verder dan 1-1. Vorige week speelde NAC al gelijk tegen Roda JC.

 Eerder dit seizoen had NAC thuis met veel moeite gewonnen van Jong PSV (2-1) en ook in Eindhoven bleek de ploeg van Peter Uneken een taaie tegenstander. Mathias Kjølø schoot de thuisploeg zelfs op voorsprong: 1-0. De Noor benutte de rebound nadat Jeremy Antonisse de paal had geraakt met een afstandsschot.

 Steyn grijpt in

 NAC was de kluts even kwijt na de tegengoal, tot trainer Steyn rigoreus ingreep. Rechtsback Robin Schouten werd na een half uur geslachtofferd, zijn vervanger was spits Mario Bilate.

 De bezoekers gooiden het met Bilate en Sydney van Hooijdonk over een hele andere boeg. Het zette een uur lang druk op de defensie van Jong PSV door direct de spitsen en de kopsterke middenvelder Lex Immers te zoeken.

 Het leverde voldoende kansen op, maar slechts één treffer. Van Hooijdonk schatte een bal over de defensie het beste in en werkte met wat hulp van de PSV-defensie de bal over de lijn. Ook de 1-2 hing in de lucht, maar onder meer Immers (schot op de paal) en Feyenoord-huurling Ramon Hendriks verzuimden te scoren.

 NAC komt door het gelijkspel op 37 punten na 20 duels en heeft 10 punten achterstand op een plek die recht geeft op rechtstreekse promotie.

###

"
