,id,date,homeContestantId,awayContestantId,homeContestantOfficialName,awayContestantOfficialName,homeContestantCode,awayContestantCode
913,dr2i8lpbw83ty4unz4tccg6sq,2021-05-13Z,ed5nwjz5za3oyi20nxzgqivmx,4tic29sox7m39fy1ztgv0jsiq,RKC Waalwijk,FC Twente,RKC,TWE
914,dr7q0gxniukstn7a4864bko6i,2021-05-13Z,89w5c6pw7vn0dxypi61tt0g4k,ccpscwdcm65czscrun048ecn5,Sparta Rotterdam,FC Utrecht,SPA,UTR
915,drcxcvp5iod6c8l1j9xbwe63u,2021-05-16Z,3kfktv64h7kg7zryax1wktr5r,dac758ef858jbq7pcb3gfwite,Alkmaar Zaanstreek,Heracles Almelo,AZ,HER
916,dri45lv2cdiklhsuntpry0416,2021-05-16Z,4tic29sox7m39fy1ztgv0jsiq,e8hiwrw6ocxm5iht6sp7jiv19,FC Twente,HFC ADO Den Haag,TWE,ADO
917,drrihrfn05onftown2j73q06i,2021-05-16Z,ccpscwdcm65czscrun048ecn5,24fvcruwqrqvqa3aonf8c3zuy,FC Utrecht,PSV Eindhoven,UTR,PSV
918,dryufhojs72wmeya3zmnb5bvu,2021-05-16Z,20vymiy7bo8wkyxai3ew494fz,ed5nwjz5za3oyi20nxzgqivmx,Feyenoord Rotterdam,RKC Waalwijk,FEY,RKC
919,ds56fbwiamekh26et25fsomzu,2021-05-16Z,2uuh2bir8ktof0uxfo06lb4ox,cos9hxi16eitbcbthof7zrm4m,PEC Zwolle,FC Groningen,PEC,GRO
920,dsa8z4hwolrdgld1lhyp8cup6,2021-05-16Z,4vd2t5schmvvufrfib7f2vjdf,89w5c6pw7vn0dxypi61tt0g4k,SC Heerenveen,Sparta Rotterdam,HEE,SPA
921,dsf9m5kwasuhnwkzunamayusq,2021-05-16Z,6hsriqr3ybvyg94w2k19oal50,d0zdg647gvgc95xdtk1vpbkys,SBV Vitesse,AFC Ajax,VIT,AJA
922,dsk85uya3649bvsa505lu44mi,2021-05-16Z,cv5ftekuejf0ryxvd5h2my47r,3t0vjqtxc8wpjzv82i3oi2ova,VVV Venlo,FC Emmen,VVV,EMM
923,dsp7iwaeihqykioelgunlaw6i,2021-05-16Z,bk5ltsueqmeng29eovd8m2tml,3ebril33e08ddzob4bhq8awsr,Willem II,Fortuna Sittard,WIL,FOR
924,2q3t2ahwmycoya1lkhd9k4qac,2021-05-19Z,ccpscwdcm65czscrun048ecn5,cos9hxi16eitbcbthof7zrm4m,FC Utrecht,FC Groningen,UTR,GRO
925,50sfsn81fwm0hmk7uho6skgt0,2021-05-19Z,20vymiy7bo8wkyxai3ew494fz,89w5c6pw7vn0dxypi61tt0g4k,Feyenoord Rotterdam,Sparta Rotterdam,FEY,SPA
926,5e9f2c3f11bsx8qt099rjm2ok,2021-05-23Z,20vymiy7bo8wkyxai3ew494fz,ccpscwdcm65czscrun048ecn5,Feyenoord Rotterdam,FC Utrecht,FEY,UTR
